name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,date
Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,53.0,30.0,6.8,6.0,T,2007-05-11
NBA 09: The Inside,PS3,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,63.0,17.0,5.1,7.0,E,2008-11-17
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,60.0,15.0,6.2,10.0,T,2009-07-24
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,2012-08-22
Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,72.0,38.0,7.5,19.0,T,2005-11-20
All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,Sega,0.0,0.0,0.15,0.0,0.15,,,,,,1997-09-18
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action,THQ,0.12,0.02,0.0,0.01,0.15,55.0,10.0,6.3,6.0,E10+,2010-05-18
Rudra no Hihou,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.15,0.0,0.15,,,,,,1996-07-19
Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,75.0,25.0,8.8,5.0,T,2003-12-02
Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.15,57.0,7.0,6.3,6.0,E10+,2010-04-16
Zoids: Battle Legends,GC,2003.0,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,,,8.1,14.0,T,2003-08-18
Ice Age 2: The Meltdown,DS,2006.0,Platform,Vivendi Games,0.13,0.01,0.0,0.01,0.15,,,,,E,2006-01-09
World Series Baseball 2K3,X,2003.0,Sports,Sega,0.11,0.03,0.0,0.01,0.15,89.0,22.0,8.6,14.0,E,2003-06-22
Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,75.0,30.0,7.0,12.0,E,2005-10-22
Serious Sam,X,2002.0,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,75.0,22.0,8.2,16.0,M,2002-07-24
Kowloons Gate,PS,1997.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,,,,,,1997-08-05
Killer7,GC,2005.0,Action,Capcom,0.12,0.03,0.0,0.0,0.15,74.0,57.0,8.5,66.0,M,2005-04-13
Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15,51.0,24.0,7.2,9.0,E,2006-01-04
FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15,81.0,8.0,6.4,5.0,E,2001-11-08
Street Fighter Anniversary Collection,X,2004.0,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,79.0,33.0,6.4,9.0,T,2004-07-22
Suzumiya Haruhi no Yakusoku,PSP,2007.0,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,2007-12-19
Space Camp,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.01,0.15,,,,,E,2009-09-13
Shadow Ops: Red Mercury,X,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,61.0,45.0,6.1,14.0,T,2004-06-03
Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,78.0,26.0,8.0,85.0,T,2014-06-10
Indigo Prophecy,PS2,2005.0,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,83.0,47.0,7.8,106.0,M,2005-02-07
FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62.0,39.0,6.0,34.0,E,2005-01-11
World League Soccer,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,,,,,,1991-05-09
Farm Frenzy: Animal Country,DS,2009.0,Simulation,City Interactive,0.13,0.01,0.0,0.01,0.15,,,,,E,2009-12-24
NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,12.0,,,E,2001-04-11
Final Fantasy XI: Vanadiel Collection 2008,X360,2007.0,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15,,,,,T,2007-01-06
LEGO The Hobbit,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.03,0.15,,,2.5,13.0,E10+,2014-02-07
Samurai Shodown Anthology,PS2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,,,,,T,2008-04-22
The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,,,,,,2011-02-21
Musashi: Samurai Legend,PS2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,64.0,47.0,8.9,9.0,T,2005-09-04
Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15,83.0,18.0,7.7,609.0,M,2010-10-15
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15,,,,,E,2010-11-13
The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,,2011-10-22
Pok\xc3\xa9mon: Johto Photo Finish: Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.11,0.04,0.0,0.0,0.15,,,,,,2004-04-05
F1 2001,PS2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,83.0,13.0,8.3,9.0,E,2001-07-13
J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15,,,,,,1995-05-14
Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15,59.0,10.0,7.1,7.0,E,2002-03-20
SpongeBos Truth or Square,DS,2009.0,Action,THQ,0.07,0.07,0.0,0.01,0.15,,,,,E,2009-12-13
Countdown: The Game,DS,2009.0,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15,,,,,,2009-05-16
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.15,,,,,,2005-08-25
NHL 09,PS2,2008.0,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,,,7.6,7.0,E10+,2008-11-06
History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15,,,,,,2008-10-24
Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,T,2007-01-08
Dark Rift,N64,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15,,,,,,1997-08-02
Derby Stallion 64,N64,2001.0,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,,,,,,2001-01-24
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15,,,,,,2000-11-12
Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15,,,,,,1997-12-17
All-Star Baseball 2003,GC,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,83.0,16.0,8.0,6.0,E,2002-01-05
Burger Island,Wii,2009.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,,,,,E,2009-05-21
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,,2008-09-14
Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85.0,41.0,7.6,16.0,E,2008-11-11
Famista Returns,3DS,2015.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,2015-05-08
Tai Fu: Wrath of the Tiger,PS,1998.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,,,,,,1998-08-10
Warriors Orochi 3,PS4,2014.0,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,,,,,,2014-08-04
Rocky,X,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,74.0,22.0,7.3,6.0,T,2002-05-24
Ford Racing 2,X,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,62.0,11.0,,,E,2003-08-25
Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.05,0.0,0.02,0.15,43.0,5.0,4.2,6.0,E10+,2010-04-10
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,,,,,,2013-03-16
Kids Learn Math: A+ Edition,DS,2011.0,Misc,Unknown,0.14,0.0,0.0,0.01,0.15,,,,,,2011-02-05
Thor: God of Thunder,Wii,2011.0,Action,Sega,0.1,0.04,0.0,0.01,0.15,56.0,14.0,8.0,9.0,T,2011-12-14
Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,,,,,T,2009-03-06
Tetris Attack,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15,,,,,,1995-01-14
BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,PQube,0.07,0.03,0.02,0.02,0.15,80.0,10.0,7.7,31.0,T,2015-10-11
Skylanders Giants,3DS,2012.0,Action,Activision,0.13,0.01,0.0,0.02,0.15,59.0,9.0,5.0,13.0,E10+,2012-01-25
Petz: Dogz Talent Show,DS,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15,,,,,E,2009-06-25
BloodRayne 2,X,2004.0,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,71.0,35.0,8.5,4.0,M,2004-07-11
Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,25.0,8.1,63.0,M,2013-01-10
Jaws Unleashed,X,2006.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,51.0,29.0,6.2,9.0,M,2006-10-09
Pro Yaky? Spirits 6,PS3,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,2009-11-25
Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,52.0,12.0,6.4,5.0,T,2001-11-01
X-Men: The Official Game,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15,50.0,31.0,6.3,8.0,T,2006-10-22
Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,40.0,12.0,,,E,2005-01-09
Chessmaster II,PS,1998.0,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,,,,,,1998-12-22
All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,77.0,6.0,,,E,2002-11-20
Scooby-Doo! Mystery Mayhem,X,2004.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,,,,,,2004-04-06
Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,,,E,2012-04-14
Winning Post 4,PS,1999.0,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,,,,,,1999-09-23
Steep,XOne,2016.0,Sports,Ubisoft,0.08,0.06,0.0,0.01,0.15,74.0,15.0,6.6,50.0,T,2016-09-17
187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,52.0,33.0,6.8,12.0,M,2005-11-08
Skylanders Imaginators,XOne,2016.0,Platform,Activision,0.09,0.05,0.0,0.01,0.15,78.0,14.0,5.3,9.0,E10+,2016-01-09
Curious George,GC,2006.0,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15,,,,,,2006-05-18
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.15,,,,,,2010-10-10
Karaoke Revolution Glee: Volume 3,X360,2011.0,Misc,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,T,2011-06-15
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Majesco Entertainment,0.11,0.04,0.0,0.0,0.15,,,,,,2004-09-19
Geist,GC,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,66.0,43.0,8.5,24.0,M,2005-11-01
eJay Clubworld,PS2,2002.0,Misc,Empire Interactive,0.07,0.06,0.0,0.02,0.15,69.0,5.0,8.6,10.0,E,2002-05-08
Cardinal Syn,PS,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,1998-12-16
The Incredibles: Rise of the Underminer,DS,2005.0,Action,THQ,0.13,0.01,0.0,0.01,0.15,54.0,6.0,,,E10+,2005-10-23
Life is Strange,XOne,2016.0,Adventure,Square Enix,0.11,0.03,0.0,0.01,0.15,85.0,4.0,8.7,128.0,M,2016-06-21
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,83.0,17.0,7.8,10.0,T,2002-03-14
Deadly Premonition,PS3,2010.0,Action,Rising Star Games,0.08,0.04,0.0,0.02,0.15,,,,,,2010-02-16
Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.07,0.06,0.01,0.15,86.0,20.0,7.5,228.0,T,2015-10-24
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,1997-05-15
Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15,74.0,33.0,8.2,313.0,,2012-12-05
Super Street Fighter II,GEN,1993.0,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15,,,,,,1993-10-24
Metal Gear Solid: Peace Walker HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,8.0,61.0,T,2011-03-05
Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,2006-10-05
Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,63.0,35.0,6.7,7.0,E,2004-03-05
High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,66.0,14.0,8.1,23.0,E10+,2010-09-06
The Quest Trio,DS,2008.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.15,,,,,E,2008-09-07
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,,,,,,2000-03-06
Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,39.0,12.0,2.5,4.0,E,2005-12-18
Power Pro Kun Pocket 9,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,2006-05-12
Armored Core: For Answer,X360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64.0,22.0,7.7,38.0,T,2008-07-20
Shenmue II,DC,2001.0,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,88.0,9.0,9.4,203.0,T,2001-08-07
Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,,,6.5,4.0,E,2008-12-22
Capcom Classics Collection,X,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,81.0,23.0,,,T,2005-11-05
Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,70.0,10.0,7.2,12.0,T,2007-07-18
Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,35.0,15.0,5.0,23.0,M,2003-12-14
The Incredible Hulk: Ultimate Destruction,GC,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,30.0,8.5,15.0,T,2005-04-18
Candace Kanes Candy Factory,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,,,,,E,2008-08-12
Prince of Persia: The Two Thrones,GC,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,84.0,34.0,8.1,22.0,M,2005-05-24
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,,,,,,2011-03-17
Pac-Man World 3,X,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,65.0,16.0,,,E,2005-08-10
SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,68.0,13.0,,,T,2008-03-12
PaRappa The Rapper,PSP,2006.0,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.15,67.0,43.0,5.2,16.0,E,2006-06-11
Phantasy Star Online Episode I & II,X,2003.0,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,,,,,,2003-10-24
All-Star Baseball 2005,X,2004.0,Sports,Acclaim Entertainment,0.11,0.03,0.0,0.01,0.15,75.0,31.0,8.8,12.0,E,2004-05-08
Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,,,,,,2008-02-25
Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15,,,,,E,2010-11-20
Yakuza: Ishin,PS4,2014.0,Action,Sega,0.0,0.0,0.15,0.0,0.15,,,,,,2014-08-24
Batman Begins,GC,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,66.0,38.0,7.2,10.0,T,2005-10-18
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,67.0,9.0,,,E,2008-01-14
Toy Story Racer,PS,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15,76.0,8.0,8.7,9.0,E,2001-05-18
Disney's Donald Duck: Goin Quackers,PS,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,65.0,4.0,7.0,10.0,E,2000-10-13
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,,,,,,2013-03-06
Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,,,,,,1997-11-25
Galerians,PS,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,1999-11-18
Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.15,80.0,25.0,8.3,57.0,T,2010-05-06
Crash: Twinsanity,X,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,8.7,29.0,E,2004-09-18
Pro Evolution Soccer 2015,XOne,2014.0,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.15,79.0,9.0,7.3,65.0,E,2014-10-17
NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,69.0,31.0,7.6,16.0,E10+,2009-03-09
DrumMania,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,2000-02-04
Batman: Return to Arkham,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.06,0.0,0.01,0.15,77.0,6.0,8.2,44.0,T,2016-03-24
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,,,,,,2005-03-17
Soldier of Fortune: Payback,PS3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,M,2007-05-05
Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,2009-07-21
Power Pro Kun Pocket 1+2,GBA,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,,,,,,2004-02-04
Arena Football,X,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0,E10+,2006-10-05
Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,19.0,7.2,12.0,T,2003-12-16
Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,,,,,,1996-04-09
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,0.13,0.01,0.0,0.01,0.15,,,,,E,2011-12-16
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,68.0,18.0,6.0,4.0,E,2008-01-18
Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.15,74.0,50.0,5.3,539.0,M,2015-02-22
The Walking Dead: Season One,PSV,2013.0,Adventure,Square Enix,0.1,0.0,0.01,0.03,0.15,,,,,,2013-07-02
Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,,,,2009-11-17
Super Monkey Ball Deluxe,X,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15,81.0,25.0,8.2,9.0,E,2005-11-17
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,,,,,,1999-03-11
The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,M,2011-08-11
Shin Chan: \xc2\xa1Aventuras de Cine!,DS,2008.0,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,,,,,,2008-12-23
Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,,,,,T,2009-11-13
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,,,,,E,2009-04-16
SpongeBos Boating Bash,DS,2010.0,Misc,THQ,0.13,0.0,0.0,0.01,0.15,,,,,E,2010-03-18
Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,,,,,E,2010-08-02
White Knight Chronicles: Origins,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,,,,,,2011-05-23
Tamagotchi Collection,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,2011-07-16
Jewel Quest Solitaire,DS,2009.0,Puzzle,GSP,0.0,0.13,0.0,0.02,0.15,,,,,,2009-08-15
Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,,,,,,2014-07-02
Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,71.0,8.0,6.2,66.0,E10+,2012-08-01
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,,,,,,2005-01-19
Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,1997-10-01
Tom Clancys Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,59.0,15.0,5.4,17.0,M,2003-11-22
Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,43.0,11.0,5.4,11.0,E,2011-01-23
Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,2001-08-17
Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,74.0,27.0,7.9,25.0,T,2004-09-17
Terraria,PC,2011.0,Action,506 Games,0.0,0.13,0.0,0.01,0.15,83.0,29.0,8.5,1625.0,T,2011-09-16
Ben 10 Galactic Racing,3DS,2011.0,Racing,D3Publisher,0.07,0.07,0.0,0.01,0.15,,,,,E,2011-10-10
Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,62.0,10.0,,,E10+,2010-03-24
Mad Dash Racing,X,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65.0,21.0,7.7,6.0,T,2001-03-16
WWE 13,Wii,2012.0,Action,THQ,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6.0,9.0,T,2012-10-12
Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,74.0,7.0,8.3,6.0,T,2013-11-21
MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,,,,,,2001-12-02
Black Rock Shooter: The Game,PSP,2011.0,Role-Playing,NIS America,0.0,0.0,0.15,0.0,0.15,66.0,19.0,7.2,39.0,T,2011-09-22
BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,14.0,4.4,18.0,M,2002-11-12
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,1995-11-04
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,0.1,0.04,0.0,0.0,0.15,,,,,,2005-02-05
Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,83.0,31.0,9.6,16.0,E,2003-08-19
Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,2010-11-23
Guilty Gear X2 #Reload,X,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0,T,2004-01-22
Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,,,,,,1995-12-20
F1 2012,PC,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,E,2012-05-12
NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.13,0.0,0.0,0.02,0.15,54.0,23.0,6.5,4.0,E,2008-08-15
Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,,,,,E,2004-02-20
MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,80.0,10.0,7.5,4.0,E,2002-09-09
Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,21.0,7.4,7.0,E,2004-09-08
Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,2007-03-09
